Index,dt,customer_type,trigger_type,n_triggered
47319,06/06/23,0,interference,6506
47321,06/06/23,2,interference,3558
47508,07/06/23,1,interference,5951
47510,07/06/23,3,interference,2898
47511,07/06/23,0,interference,5948
47513,07/06/23,2,interference,3935
47700,08/06/23,1,interference,6721
47702,08/06/23,3,interference,2728
47703,08/06/23,0,interference,6338
47705,08/06/23,2,interference,4127
47892,09/06/23,1,interference,5986
47894,09/06/23,3,interference,3096
47895,09/06/23,0,interference,6848
47897,09/06/23,2,interference,4094
48084,10/06/23,1,interference,7230
48086,10/06/23,3,interference,3046
48087,10/06/23,0,interference,8421
48089,10/06/23,2,interference,4798
48276,11/06/23,1,interference,7199
48278,11/06/23,3,interference,3195
48279,11/06/23,0,interference,7173
48281,11/06/23,2,interference,4571
48468,12/06/23,1,interference,7416
48470,12/06/23,3,interference,3060
48471,12/06/23,0,interference,6706
48473,12/06/23,2,interference,4784
48660,13/06/23,1,interference,7917
48662,13/06/23,3,interference,3300
48663,13/06/23,0,interference,6823
48665,13/06/23,2,interference,5077
48852,14/06/23,1,interference,7649
48854,14/06/23,3,interference,3276
48855,14/06/23,0,interference,6518
48857,14/06/23,2,interference,4782
49044,15/06/23,1,interference,7824
49046,15/06/23,3,interference,3114
49047,15/06/23,0,interference,7497
49049,15/06/23,2,interference,5166
49236,16/06/23,1,interference,8080
49238,16/06/23,3,interference,3313
49239,16/06/23,0,interference,7962
49241,16/06/23,2,interference,5483
49428,17/06/23,1,interference,8542
49430,17/06/23,3,interference,3281
49431,17/06/23,0,interference,7617
49433,17/06/23,2,interference,5456
49620,18/06/23,1,interference,8209
49622,18/06/23,3,interference,3154
49623,18/06/23,0,interference,8699
49625,18/06/23,2,interference,5018
49812,19/06/23,1,interference,7907
49814,19/06/23,3,interference,3127
49815,19/06/23,0,interference,7791
49817,19/06/23,2,interference,5388
50004,20/06/23,1,interference,8294
50006,20/06/23,3,interference,3116
50007,20/06/23,0,interference,9701
50009,20/06/23,2,interference,5141
50196,21/06/23,1,interference,8201
50198,21/06/23,3,interference,3060
50199,21/06/23,0,interference,9467
50201,21/06/23,2,interference,5525
50388,22/06/23,1,interference,7050
50390,22/06/23,3,interference,3110
50391,22/06/23,0,interference,7994
50393,22/06/23,2,interference,4550
50580,23/06/23,1,interference,8050
50582,23/06/23,3,interference,3101
50583,23/06/23,0,interference,8422
50585,23/06/23,2,interference,4694
50772,24/06/23,1,interference,8215
50774,24/06/23,3,interference,3070
50775,24/06/23,0,interference,7720
50777,24/06/23,2,interference,5315
50964,25/06/23,1,interference,8106
50966,25/06/23,3,interference,3271
50967,25/06/23,0,interference,8739
50969,25/06/23,2,interference,5284
51156,26/06/23,1,interference,8658
51158,26/06/23,3,interference,3091
51159,26/06/23,0,interference,9777
51161,26/06/23,2,interference,5445
51348,27/06/23,1,interference,8396
51350,27/06/23,3,interference,3099
51351,27/06/23,0,interference,9407
51353,27/06/23,2,interference,5722
51540,28/06/23,1,interference,8891
51542,28/06/23,3,interference,3104
51543,28/06/23,0,interference,9645
51545,28/06/23,2,interference,5480
51732,29/06/23,1,interference,8691
51734,29/06/23,3,interference,3067
51735,29/06/23,0,interference,9369
51737,29/06/23,2,interference,5219
51924,30/06/23,1,interference,7859
51926,30/06/23,3,interference,3118
51927,30/06/23,0,interference,9357
51929,30/06/23,2,interference,4892
86860,01/01/23,2,topology,5253
86863,01/01/23,1,topology,7380
86864,01/01/23,3,topology,4581
86865,01/01/23,0,topology,8409
87004,02/01/23,2,topology,5529
87007,02/01/23,1,topology,7377
87008,02/01/23,3,topology,4266
87009,02/01/23,0,topology,8447
87148,03/01/23,2,topology,5601
87151,03/01/23,1,topology,8295
87152,03/01/23,3,topology,4534
87153,03/01/23,0,topology,8461
87292,04/01/23,2,topology,5797
87295,04/01/23,1,topology,7913
87296,04/01/23,3,topology,4856
87297,04/01/23,0,topology,8218
87436,05/01/23,2,topology,5574
87439,05/01/23,1,topology,8031
87440,05/01/23,3,topology,5271
87441,05/01/23,0,topology,8535
87580,06/01/23,2,topology,5695
87583,06/01/23,1,topology,8548
87584,06/01/23,3,topology,5499
87585,06/01/23,0,topology,9382
87724,07/01/23,2,topology,6254
87727,07/01/23,1,topology,8325
87728,07/01/23,3,topology,5457
87729,07/01/23,0,topology,8634
87868,08/01/23,2,topology,5955
87871,08/01/23,1,topology,7704
87872,08/01/23,3,topology,5342
87873,08/01/23,0,topology,8609
88012,09/01/23,2,topology,5485
88015,09/01/23,1,topology,7940
88016,09/01/23,3,topology,5434
88017,09/01/23,0,topology,8989
88156,10/01/23,2,topology,5537
88159,10/01/23,1,topology,8803
88160,10/01/23,3,topology,4917
88161,10/01/23,0,topology,8941
88300,11/01/23,2,topology,5602
88303,11/01/23,1,topology,9291
88304,11/01/23,3,topology,4932
88305,11/01/23,0,topology,7885
88444,12/01/23,2,topology,5832
88447,12/01/23,1,topology,8271
88448,12/01/23,3,topology,4903
88449,12/01/23,0,topology,8612
88588,13/01/23,2,topology,6003
88591,13/01/23,1,topology,8928
88592,13/01/23,3,topology,5319
88593,13/01/23,0,topology,9327
88732,14/01/23,2,topology,5798
88735,14/01/23,1,topology,8732
88736,14/01/23,3,topology,5635
88737,14/01/23,0,topology,10514
88876,15/01/23,2,topology,5541
88879,15/01/23,1,topology,7890
88880,15/01/23,3,topology,5216
88881,15/01/23,0,topology,10588
89020,16/01/23,2,topology,5329
89023,16/01/23,1,topology,8059
89024,16/01/23,3,topology,4687
89025,16/01/23,0,topology,9130
89164,17/01/23,2,topology,5526
89167,17/01/23,1,topology,9007
89168,17/01/23,3,topology,4556
89169,17/01/23,0,topology,7919
89308,18/01/23,2,topology,5351
89311,18/01/23,1,topology,8775
89312,18/01/23,3,topology,4860
89313,18/01/23,0,topology,8565
89452,19/01/23,2,topology,5501
89455,19/01/23,1,topology,9290
89456,19/01/23,3,topology,4949
89457,19/01/23,0,topology,8199
89596,20/01/23,2,topology,5362
89599,20/01/23,1,topology,8618
89600,20/01/23,3,topology,5258
89601,20/01/23,0,topology,9246
89740,21/01/23,2,topology,5426
89743,21/01/23,1,topology,8423
89744,21/01/23,3,topology,5515
89745,21/01/23,0,topology,9709
89884,22/01/23,2,topology,5305
89887,22/01/23,1,topology,8402
89888,22/01/23,3,topology,5293
89889,22/01/23,0,topology,9362
90028,23/01/23,2,topology,5335
90031,23/01/23,1,topology,8371
90032,23/01/23,3,topology,5424
90033,23/01/23,0,topology,9654
90172,24/01/23,2,topology,5745
90175,24/01/23,1,topology,9465
90176,24/01/23,3,topology,5076
90177,24/01/23,0,topology,9646
90316,25/01/23,2,topology,5849
90319,25/01/23,1,topology,9426
90320,25/01/23,3,topology,5150
90321,25/01/23,0,topology,9100
90460,26/01/23,2,topology,5841
90463,26/01/23,1,topology,8822
90464,26/01/23,3,topology,5335
90465,26/01/23,0,topology,10692
90604,27/01/23,2,topology,5792
90607,27/01/23,1,topology,8556
90608,27/01/23,3,topology,5594
90609,27/01/23,0,topology,10917
90748,28/01/23,2,topology,6217
90751,28/01/23,1,topology,8388
90752,28/01/23,3,topology,5166
90753,28/01/23,0,topology,9830
90892,29/01/23,2,topology,6213
90895,29/01/23,1,topology,7903
90896,29/01/23,3,topology,4906
90897,29/01/23,0,topology,8543
91036,30/01/23,2,topology,6083
91039,30/01/23,1,topology,8249
91040,30/01/23,3,topology,5874
91041,30/01/23,0,topology,8572
91180,31/01/23,2,topology,6889
91183,31/01/23,1,topology,9459
91184,31/01/23,3,topology,6243
91185,31/01/23,0,topology,9688
91324,01/02/23,2,topology,6112
91327,01/02/23,1,topology,9542
91328,01/02/23,3,topology,6282
91329,01/02/23,0,topology,10510
91468,02/02/23,2,topology,6259
91471,02/02/23,1,topology,9037
91472,02/02/23,3,topology,5418
91473,02/02/23,0,topology,10471
91612,03/02/23,2,topology,6314
91615,03/02/23,1,topology,9645
91616,03/02/23,3,topology,5745
91617,03/02/23,0,topology,10935
91756,04/02/23,2,topology,6371
91759,04/02/23,1,topology,9487
91760,04/02/23,3,topology,5777
91761,04/02/23,0,topology,10662
91900,05/02/23,2,topology,5711
91903,05/02/23,1,topology,8665
91904,05/02/23,3,topology,5046
91905,05/02/23,0,topology,9678
92044,06/02/23,2,topology,5599
92047,06/02/23,1,topology,7768
92048,06/02/23,3,topology,5077
92049,06/02/23,0,topology,8676
92188,07/02/23,2,topology,5280
92191,07/02/23,1,topology,9073
92192,07/02/23,3,topology,4648
92193,07/02/23,0,topology,8523
92332,08/02/23,2,topology,5447
92335,08/02/23,1,topology,8794
92336,08/02/23,3,topology,4746
92337,08/02/23,0,topology,8381
92476,09/02/23,2,topology,5656
92479,09/02/23,1,topology,8797
92480,09/02/23,3,topology,4976
92481,09/02/23,0,topology,8990
92620,10/02/23,2,topology,6041
92623,10/02/23,1,topology,8395
92624,10/02/23,3,topology,0
92625,10/02/23,0,topology,8804
92764,11/02/23,2,topology,5332
92767,11/02/23,1,topology,8321
92768,11/02/23,3,topology,0
92769,11/02/23,0,topology,9901
92908,12/02/23,2,topology,5119
92911,12/02/23,1,topology,7975
92912,12/02/23,3,topology,0
92913,12/02/23,0,topology,10148
93052,13/02/23,2,topology,4968
93055,13/02/23,1,topology,8751
93056,13/02/23,3,topology,0
93057,13/02/23,0,topology,9859
93196,14/02/23,2,topology,5355
93199,14/02/23,1,topology,8529
93200,14/02/23,3,topology,0
93201,14/02/23,0,topology,8260
93340,15/02/23,2,topology,5383
93343,15/02/23,1,topology,9209
93344,15/02/23,3,topology,0
93345,15/02/23,0,topology,8056
93484,16/02/23,2,topology,5985
93487,16/02/23,1,topology,8648
93488,16/02/23,3,topology,0
93489,16/02/23,0,topology,8158
93628,17/02/23,2,topology,6194
93631,17/02/23,1,topology,9052
93632,17/02/23,3,topology,0
93633,17/02/23,0,topology,9510
93772,18/02/23,2,topology,5383
93775,18/02/23,1,topology,9121
93776,18/02/23,3,topology,0
93777,18/02/23,0,topology,10993
93916,19/02/23,2,topology,5095
93919,19/02/23,1,topology,8027
93920,19/02/23,3,topology,0
93921,19/02/23,0,topology,9320
94060,20/02/23,2,topology,5319
94063,20/02/23,1,topology,7535
94064,20/02/23,3,topology,0
94065,20/02/23,0,topology,8140
94204,21/02/23,2,topology,5818
94207,21/02/23,1,topology,9001
94208,21/02/23,3,topology,0
94209,21/02/23,0,topology,8439
94348,22/02/23,2,topology,5976
94351,22/02/23,1,topology,9398
94352,22/02/23,3,topology,0
94353,22/02/23,0,topology,8814
94492,23/02/23,2,topology,6151
94495,23/02/23,1,topology,8721
94496,23/02/23,3,topology,0
94497,23/02/23,0,topology,8580
94636,24/02/23,2,topology,6384
94639,24/02/23,1,topology,8963
94640,24/02/23,3,topology,0
94641,24/02/23,0,topology,9031
94780,25/02/23,2,topology,6176
94783,25/02/23,1,topology,8558
94784,25/02/23,3,topology,0
94785,25/02/23,0,topology,8921
94924,26/02/23,2,topology,5808
94927,26/02/23,1,topology,7582
94928,26/02/23,3,topology,0
94929,26/02/23,0,topology,8844
95068,27/02/23,2,topology,5356
95071,27/02/23,1,topology,9136
95072,27/02/23,3,topology,0
95073,27/02/23,0,topology,8685
95212,28/02/23,2,topology,5632
95215,28/02/23,1,topology,9605
95216,28/02/23,3,topology,0
95217,28/02/23,0,topology,8510
95356,01/03/23,2,topology,5672
95359,01/03/23,1,topology,9104
95360,01/03/23,3,topology,0
95361,01/03/23,0,topology,8148
95500,02/03/23,2,topology,5950
95503,02/03/23,1,topology,9324
95504,02/03/23,3,topology,0
95505,02/03/23,0,topology,9006
95644,03/03/23,2,topology,5664
95647,03/03/23,1,topology,9211
95648,03/03/23,3,topology,0
95649,03/03/23,0,topology,9130
95788,04/03/23,2,topology,5158
95791,04/03/23,1,topology,8036
95792,04/03/23,3,topology,0
95793,04/03/23,0,topology,8395
95932,05/03/23,2,topology,5015
95935,05/03/23,1,topology,7781
95936,05/03/23,3,topology,0
95937,05/03/23,0,topology,8026
96076,06/03/23,2,topology,5174
96079,06/03/23,1,topology,8337
96080,06/03/23,3,topology,0
96081,06/03/23,0,topology,8060
96220,07/03/23,2,topology,5595
96223,07/03/23,1,topology,9082
96224,07/03/23,3,topology,0
96225,07/03/23,0,topology,8516
96364,08/03/23,2,topology,5280
96367,08/03/23,1,topology,8763
96368,08/03/23,3,topology,0
96369,08/03/23,0,topology,8984
96508,09/03/23,2,topology,5697
96511,09/03/23,1,topology,9434
96512,09/03/23,3,topology,0
96513,09/03/23,0,topology,9076
96652,10/03/23,2,topology,5578
96655,10/03/23,1,topology,9124
96656,10/03/23,3,topology,0
96657,10/03/23,0,topology,9260
96796,11/03/23,2,topology,5267
96799,11/03/23,1,topology,8057
96800,11/03/23,3,topology,0
96801,11/03/23,0,topology,8009
96940,12/03/23,2,topology,5025
96943,12/03/23,1,topology,8599
96944,12/03/23,3,topology,0
96945,12/03/23,0,topology,9185
97084,13/03/23,2,topology,5186
97087,13/03/23,1,topology,8901
97088,13/03/23,3,topology,0
97089,13/03/23,0,topology,8363
97228,14/03/23,2,topology,5734
97231,14/03/23,1,topology,9217
97232,14/03/23,3,topology,0
97233,14/03/23,0,topology,8768
97372,15/03/23,2,topology,5530
97375,15/03/23,1,topology,8878
97376,15/03/23,3,topology,0
97377,15/03/23,0,topology,8682
97516,16/03/23,2,topology,4985
97519,16/03/23,1,topology,8619
97520,16/03/23,3,topology,0
97521,16/03/23,0,topology,8355
97660,17/03/23,2,topology,5831
97663,17/03/23,1,topology,8002
97664,17/03/23,3,topology,0
97665,17/03/23,0,topology,7921
97804,18/03/23,2,topology,5815
97807,18/03/23,1,topology,8255
97808,18/03/23,3,topology,0
97809,18/03/23,0,topology,9382
97948,19/03/23,2,topology,5797
97951,19/03/23,1,topology,8347
97952,19/03/23,3,topology,0
97953,19/03/23,0,topology,9841
98092,20/03/23,2,topology,5180
98095,20/03/23,1,topology,8114
98096,20/03/23,3,topology,0
98097,20/03/23,0,topology,9995
98236,21/03/23,2,topology,5328
98239,21/03/23,1,topology,8637
98240,21/03/23,3,topology,0
98241,21/03/23,0,topology,9187
98380,22/03/23,2,topology,4964
98383,22/03/23,1,topology,8659
98384,22/03/23,3,topology,0
98385,22/03/23,0,topology,8331
98524,23/03/23,2,topology,5574
98527,23/03/23,1,topology,8297
98528,23/03/23,3,topology,0
98529,23/03/23,0,topology,7787
98668,24/03/23,2,topology,5509
98671,24/03/23,1,topology,8066
98672,24/03/23,3,topology,0
98673,24/03/23,0,topology,9016
98812,25/03/23,2,topology,5220
98815,25/03/23,1,topology,8369
98816,25/03/23,3,topology,0
98817,25/03/23,0,topology,8458
98956,26/03/23,2,topology,5004
98959,26/03/23,1,topology,7216
98960,26/03/23,3,topology,0
98961,26/03/23,0,topology,8521
99100,27/03/23,2,topology,5049
99103,27/03/23,1,topology,8323
99104,27/03/23,3,topology,0
99105,27/03/23,0,topology,8533
99244,28/03/23,2,topology,5215
99247,28/03/23,1,topology,8265
99248,28/03/23,3,topology,0
99249,28/03/23,0,topology,8105
99388,29/03/23,2,topology,5274
99391,29/03/23,1,topology,8525
99392,29/03/23,3,topology,0
99393,29/03/23,0,topology,8345
99532,30/03/23,2,topology,5256
99535,30/03/23,1,topology,9007
99536,30/03/23,3,topology,0
99537,30/03/23,0,topology,8144
99676,31/03/23,2,topology,5132
99679,31/03/23,1,topology,8382
99680,31/03/23,3,topology,0
99681,31/03/23,0,topology,8392
99820,01/04/23,2,topology,5095
99823,01/04/23,1,topology,7713
99824,01/04/23,3,topology,0
99825,01/04/23,0,topology,8429
99964,02/04/23,2,topology,4864
99967,02/04/23,1,topology,7192
99968,02/04/23,3,topology,0
99969,02/04/23,0,topology,7677
100108,03/04/23,2,topology,4717
100111,03/04/23,1,topology,8023
100112,03/04/23,3,topology,0
100113,03/04/23,0,topology,8665
100252,04/04/23,2,topology,5193
100255,04/04/23,1,topology,7787
100256,04/04/23,3,topology,0
100257,04/04/23,0,topology,9095
100396,05/04/23,2,topology,5456
100399,05/04/23,1,topology,7907
100400,05/04/23,3,topology,0
100401,05/04/23,0,topology,8995
100540,06/04/23,2,topology,5473
100543,06/04/23,1,topology,8328
100544,06/04/23,3,topology,0
100545,06/04/23,0,topology,8919
100684,07/04/23,2,topology,5225
100687,07/04/23,1,topology,7768
100688,07/04/23,3,topology,0
100689,07/04/23,0,topology,8096
100828,08/04/23,2,topology,4777
100831,08/04/23,1,topology,7197
100832,08/04/23,3,topology,0
100833,08/04/23,0,topology,8265
100972,09/04/23,2,topology,4641
100975,09/04/23,1,topology,7353
100976,09/04/23,3,topology,0
100977,09/04/23,0,topology,7729
101116,10/04/23,2,topology,4256
101119,10/04/23,1,topology,7140
101120,10/04/23,3,topology,0
101121,10/04/23,0,topology,7409
101260,11/04/23,2,topology,4703
101263,11/04/23,1,topology,7520
101264,11/04/23,3,topology,0
101265,11/04/23,0,topology,7544
101404,12/04/23,2,topology,4474
101407,12/04/23,1,topology,8187
101408,12/04/23,3,topology,0
101409,12/04/23,0,topology,7834
101548,13/04/23,2,topology,5070
101551,13/04/23,1,topology,8317
101552,13/04/23,3,topology,0
101553,13/04/23,0,topology,7459
101692,14/04/23,2,topology,5039
101695,14/04/23,1,topology,7703
101696,14/04/23,3,topology,0
101697,14/04/23,0,topology,7502
101836,15/04/23,2,topology,4650
101839,15/04/23,1,topology,7795
101840,15/04/23,3,topology,0
101841,15/04/23,0,topology,8572
101980,16/04/23,2,topology,4729
101983,16/04/23,1,topology,7517
101984,16/04/23,3,topology,0
101985,16/04/23,0,topology,8259
102124,17/04/23,2,topology,4774
102127,17/04/23,1,topology,7716
102128,17/04/23,3,topology,0
102129,17/04/23,0,topology,7190
102268,18/04/23,2,topology,5084
102271,18/04/23,1,topology,8121
102272,18/04/23,3,topology,0
102273,18/04/23,0,topology,7584
102412,19/04/23,2,topology,4876
102415,19/04/23,1,topology,8635
102416,19/04/23,3,topology,0
102417,19/04/23,0,topology,8107
102556,20/04/23,2,topology,4897
102559,20/04/23,1,topology,7935
102560,20/04/23,3,topology,0
102561,20/04/23,0,topology,8464
102700,21/04/23,2,topology,4850
102703,21/04/23,1,topology,7894
102704,21/04/23,3,topology,0
102705,21/04/23,0,topology,8444
102844,22/04/23,2,topology,5130
102847,22/04/23,1,topology,7607
102848,22/04/23,3,topology,0
102849,22/04/23,0,topology,8046
102988,23/04/23,2,topology,0
102991,23/04/23,1,topology,0
102992,23/04/23,3,topology,0
102993,23/04/23,0,topology,0
103132,24/04/23,2,topology,4926
103135,24/04/23,1,topology,7700
103136,24/04/23,3,topology,0
103137,24/04/23,0,topology,8024
103276,25/04/23,2,topology,4772
103279,25/04/23,1,topology,8830
103280,25/04/23,3,topology,0
103281,25/04/23,0,topology,7445
103420,26/04/23,2,topology,4579
103423,26/04/23,1,topology,8370
103424,26/04/23,3,topology,0
103425,26/04/23,0,topology,7874
103564,27/04/23,2,topology,4482
103567,27/04/23,1,topology,8462
103568,27/04/23,3,topology,0
103569,27/04/23,0,topology,8585
103708,28/04/23,2,topology,4516
103711,28/04/23,1,topology,8155
103712,28/04/23,3,topology,0
103713,28/04/23,0,topology,8176
103852,29/04/23,2,topology,4828
103855,29/04/23,1,topology,7537
103856,29/04/23,3,topology,0
103857,29/04/23,0,topology,8422
103996,30/04/23,2,topology,4519
103999,30/04/23,1,topology,7484
104000,30/04/23,3,topology,0
104001,30/04/23,0,topology,7784
104140,01/05/23,2,topology,4715
104143,01/05/23,1,topology,7258
104144,01/05/23,3,topology,0
104145,01/05/23,0,topology,7500
104284,02/05/23,2,topology,4851
104287,02/05/23,1,topology,8445
104288,02/05/23,3,topology,0
104289,02/05/23,0,topology,7772
104428,03/05/23,2,topology,4583
104431,03/05/23,1,topology,8255
104432,03/05/23,3,topology,0
104433,03/05/23,0,topology,8307
104572,04/05/23,2,topology,4494
104575,04/05/23,1,topology,8390
104576,04/05/23,3,topology,0
104577,04/05/23,0,topology,7833
104716,05/05/23,2,topology,4413
104719,05/05/23,1,topology,8508
104720,05/05/23,3,topology,0
104721,05/05/23,0,topology,8765
104860,06/05/23,2,topology,4608
104863,06/05/23,1,topology,7492
104864,06/05/23,3,topology,0
104865,06/05/23,0,topology,9256
105004,07/05/23,2,topology,4614
105007,07/05/23,1,topology,7553
105008,07/05/23,3,topology,0
105009,07/05/23,0,topology,9032
105148,08/05/23,2,topology,4593
105151,08/05/23,1,topology,7774
105152,08/05/23,3,topology,0
105153,08/05/23,0,topology,8786
105292,09/05/23,2,topology,4869
105295,09/05/23,1,topology,8016
105296,09/05/23,3,topology,0
105297,09/05/23,0,topology,8853
105436,10/05/23,2,topology,4754
105439,10/05/23,1,topology,8380
105440,10/05/23,3,topology,0
105441,10/05/23,0,topology,8459
105580,11/05/23,2,topology,4670
105583,11/05/23,1,topology,8526
105584,11/05/23,3,topology,0
105585,11/05/23,0,topology,8874
105724,12/05/23,2,topology,4833
105727,12/05/23,1,topology,8405
105728,12/05/23,3,topology,0
105729,12/05/23,0,topology,9181
105868,13/05/23,2,topology,4526
105871,13/05/23,1,topology,7859
105872,13/05/23,3,topology,0
105873,13/05/23,0,topology,9419
106012,14/05/23,2,topology,4417
106015,14/05/23,1,topology,6752
106016,14/05/23,3,topology,0
106017,14/05/23,0,topology,9172
106156,15/05/23,2,topology,4401
106159,15/05/23,1,topology,6869
106160,15/05/23,3,topology,0
106161,15/05/23,0,topology,9349
106300,16/05/23,2,topology,4501
106303,16/05/23,1,topology,7423
106304,16/05/23,3,topology,0
106305,16/05/23,0,topology,9612
106444,17/05/23,2,topology,4920
106447,17/05/23,1,topology,7297
106448,17/05/23,3,topology,0
106449,17/05/23,0,topology,9790
106588,18/05/23,2,topology,4736
106591,18/05/23,1,topology,7619
106592,18/05/23,3,topology,0
106593,18/05/23,0,topology,9433
106732,19/05/23,2,topology,4658
106735,19/05/23,1,topology,7244
106736,19/05/23,3,topology,0
106737,19/05/23,0,topology,9834
106876,20/05/23,2,topology,4380
106879,20/05/23,1,topology,7523
106880,20/05/23,3,topology,0
106881,20/05/23,0,topology,9915
107020,21/05/23,2,topology,4446
107023,21/05/23,1,topology,7181
107024,21/05/23,3,topology,0
107025,21/05/23,0,topology,8879
107164,22/05/23,2,topology,4419
107167,22/05/23,1,topology,7817
107168,22/05/23,3,topology,0
107169,22/05/23,0,topology,8708
107308,23/05/23,2,topology,4870
107311,23/05/23,1,topology,8342
107312,23/05/23,3,topology,0
107313,23/05/23,0,topology,8618
107452,24/05/23,2,topology,4895
107455,24/05/23,1,topology,8387
107456,24/05/23,3,topology,0
107457,24/05/23,0,topology,9058
107596,25/05/23,2,topology,4792
107599,25/05/23,1,topology,8108
107600,25/05/23,3,topology,0
107601,25/05/23,0,topology,9017
107740,26/05/23,2,topology,4862
107743,26/05/23,1,topology,7518
107744,26/05/23,3,topology,0
107745,26/05/23,0,topology,8854
107884,27/05/23,2,topology,4755
107887,27/05/23,1,topology,7045
107888,27/05/23,3,topology,0
107889,27/05/23,0,topology,8903
108028,28/05/23,2,topology,4471
108031,28/05/23,1,topology,7341
108032,28/05/23,3,topology,0
108033,28/05/23,0,topology,9002
108172,29/05/23,2,topology,4591
108175,29/05/23,1,topology,7182
108176,29/05/23,3,topology,0
108177,29/05/23,0,topology,9103
108316,30/05/23,2,topology,4808
108319,30/05/23,1,topology,7790
108320,30/05/23,3,topology,0
108321,30/05/23,0,topology,9311
108460,31/05/23,2,topology,5344
108463,31/05/23,1,topology,9201
108464,31/05/23,3,topology,0
108465,31/05/23,0,topology,9663
108604,01/06/23,2,topology,5360
108607,01/06/23,1,topology,9512
108608,01/06/23,3,topology,0
108609,01/06/23,0,topology,9474
108748,02/06/23,2,topology,5718
108751,02/06/23,1,topology,9908
108752,02/06/23,3,topology,0
108753,02/06/23,0,topology,9763
108892,03/06/23,2,topology,5327
108895,03/06/23,1,topology,9044
108896,03/06/23,3,topology,0
108897,03/06/23,0,topology,10426
109036,04/06/23,2,topology,5576
109039,04/06/23,1,topology,8651
109040,04/06/23,3,topology,0
109041,04/06/23,0,topology,9414
109180,05/06/23,2,topology,5579
109183,05/06/23,1,topology,8442
109184,05/06/23,3,topology,0
109185,05/06/23,0,topology,9687
109324,06/06/23,2,topology,5865
109327,06/06/23,1,topology,8734
109328,06/06/23,3,topology,0
109329,06/06/23,0,topology,9422
109468,07/06/23,2,topology,5739
109471,07/06/23,1,topology,8286
109472,07/06/23,3,topology,0
109473,07/06/23,0,topology,9761
109612,08/06/23,2,topology,5478
109615,08/06/23,1,topology,8185
109616,08/06/23,3,topology,0
109617,08/06/23,0,topology,9959
109756,09/06/23,2,topology,5413
109759,09/06/23,1,topology,8347
109760,09/06/23,3,topology,0
109761,09/06/23,0,topology,10143
109900,10/06/23,2,topology,5196
109903,10/06/23,1,topology,7877
109904,10/06/23,3,topology,0
109905,10/06/23,0,topology,10820
110044,11/06/23,2,topology,4531
110047,11/06/23,1,topology,7941
110048,11/06/23,3,topology,0
110049,11/06/23,0,topology,9664
110188,12/06/23,2,topology,4353
110191,12/06/23,1,topology,7653
110192,12/06/23,3,topology,0
110193,12/06/23,0,topology,10889
110332,13/06/23,2,topology,4758
110335,13/06/23,1,topology,7931
110336,13/06/23,3,topology,0
110337,13/06/23,0,topology,10555
110476,14/06/23,2,topology,5457
110479,14/06/23,1,topology,7665
110480,14/06/23,3,topology,0
110481,14/06/23,0,topology,10535
110620,15/06/23,2,topology,5454
110623,15/06/23,1,topology,8380
110624,15/06/23,3,topology,0
110625,15/06/23,0,topology,10963
110764,16/06/23,2,topology,5095
110767,16/06/23,1,topology,8365
110768,16/06/23,3,topology,0
110769,16/06/23,0,topology,10821
110908,17/06/23,2,topology,4832
110911,17/06/23,1,topology,7630
110912,17/06/23,3,topology,0
110913,17/06/23,0,topology,10641
111052,18/06/23,2,topology,5100
111055,18/06/23,1,topology,7753
111056,18/06/23,3,topology,0
111057,18/06/23,0,topology,10739
111196,19/06/23,2,topology,5184
111199,19/06/23,1,topology,8123
111200,19/06/23,3,topology,0
111201,19/06/23,0,topology,11165
111340,20/06/23,2,topology,6300
111343,20/06/23,1,topology,9050
111344,20/06/23,3,topology,0
111345,20/06/23,0,topology,11146
111484,21/06/23,2,topology,6034
111487,21/06/23,1,topology,9467
111488,21/06/23,3,topology,0
111489,21/06/23,0,topology,10715
111628,22/06/23,2,topology,5969
111631,22/06/23,1,topology,9754
111632,22/06/23,3,topology,0
111633,22/06/23,0,topology,10867
111772,23/06/23,2,topology,5954
111775,23/06/23,1,topology,9501
111776,23/06/23,3,topology,0
111777,23/06/23,0,topology,10838
111916,24/06/23,2,topology,5820
111919,24/06/23,1,topology,8869
111920,24/06/23,3,topology,0
111921,24/06/23,0,topology,10806
112060,25/06/23,2,topology,5208
112063,25/06/23,1,topology,9577
112064,25/06/23,3,topology,0
112065,25/06/23,0,topology,11470
112204,26/06/23,2,topology,5124
112207,26/06/23,1,topology,8910
112208,26/06/23,3,topology,0
112209,26/06/23,0,topology,11081
112348,27/06/23,2,topology,5134
112351,27/06/23,1,topology,8676
112352,27/06/23,3,topology,0
112353,27/06/23,0,topology,10998
112492,28/06/23,2,topology,5358
112495,28/06/23,1,topology,9051
112496,28/06/23,3,topology,0
112497,28/06/23,0,topology,11947
112636,29/06/23,2,topology,5709
112639,29/06/23,1,topology,8831
112640,29/06/23,3,topology,0
112641,29/06/23,0,topology,12307
112780,30/06/23,2,topology,5615
112783,30/06/23,1,topology,9912
112784,30/06/23,3,topology,0
112785,30/06/23,0,topology,12143
160698,01/01/23,0,link,6275
160700,01/01/23,3,link,3118
160702,01/01/23,2,link,4915
160705,01/01/23,1,link,5709
161178,02/01/23,0,link,5916
161180,02/01/23,3,link,2978
161182,02/01/23,2,link,4802
161185,02/01/23,1,link,5775
161658,03/01/23,0,link,6538
