Index,dt,customer_type,trigger_type,n_triggered
46481,28/11/22,2,interference,3138
46668,29/11/22,1,interference,5001
46670,29/11/22,3,interference,2680
46671,29/11/22,0,interference,5551
46673,29/11/22,2,interference,2938
46860,30/11/22,1,interference,5589
46862,30/11/22,3,interference,2778
46863,30/11/22,0,interference,5434
46865,30/11/22,2,interference,2978
47052,01/12/22,1,interference,4809
47054,01/12/22,3,interference,2680
47055,01/12/22,0,interference,7063
47057,01/12/22,2,interference,3759
47244,02/12/22,1,interference,4778
47246,02/12/22,3,interference,2768
47247,02/12/22,0,interference,6557
47249,02/12/22,2,interference,3389
47436,03/12/22,1,interference,5340
47438,03/12/22,3,interference,2497
47439,03/12/22,0,interference,5548
47441,03/12/22,2,interference,3154
47628,04/12/22,1,interference,4695
47630,04/12/22,3,interference,2876
47631,04/12/22,0,interference,5976
47633,04/12/22,2,interference,3133
47820,05/12/22,1,interference,4738
47822,05/12/22,3,interference,2868
47823,05/12/22,0,interference,5834
47825,05/12/22,2,interference,3245
48012,06/12/22,1,interference,5200
48014,06/12/22,3,interference,2723
48015,06/12/22,0,interference,5632
48017,06/12/22,2,interference,2917
48204,07/12/22,1,interference,5490
48206,07/12/22,3,interference,2657
48207,07/12/22,0,interference,5486
48209,07/12/22,2,interference,3312
48396,08/12/22,1,interference,5682
48398,08/12/22,3,interference,2622
48399,08/12/22,0,interference,5265
48401,08/12/22,2,interference,3293
48588,09/12/22,1,interference,5484
48590,09/12/22,3,interference,2913
48591,09/12/22,0,interference,4963
48593,09/12/22,2,interference,3304
48780,10/12/22,1,interference,5205
48782,10/12/22,3,interference,2506
48783,10/12/22,0,interference,5151
48785,10/12/22,2,interference,3461
48972,11/12/22,1,interference,5498
48974,11/12/22,3,interference,2713
48975,11/12/22,0,interference,5133
48977,11/12/22,2,interference,3090
49164,12/12/22,1,interference,4883
49166,12/12/22,3,interference,2583
49167,12/12/22,0,interference,5111
49169,12/12/22,2,interference,2982
49356,13/12/22,1,interference,5245
49358,13/12/22,3,interference,2852
49359,13/12/22,0,interference,5408
49361,13/12/22,2,interference,3109
49548,14/12/22,1,interference,5197
49550,14/12/22,3,interference,3023
49551,14/12/22,0,interference,5642
49553,14/12/22,2,interference,2877
49740,15/12/22,1,interference,4756
49742,15/12/22,3,interference,3027
49743,15/12/22,0,interference,6269
49745,15/12/22,2,interference,3438
49932,16/12/22,1,interference,5203
49934,16/12/22,3,interference,3065
49935,16/12/22,0,interference,6598
49937,16/12/22,2,interference,3395
50124,17/12/22,1,interference,5054
50126,17/12/22,3,interference,2873
50127,17/12/22,0,interference,6747
50129,17/12/22,2,interference,3861
50316,18/12/22,1,interference,5582
50318,18/12/22,3,interference,2811
50319,18/12/22,0,interference,7694
50321,18/12/22,2,interference,4132
50508,19/12/22,1,interference,5005
50510,19/12/22,3,interference,2998
50511,19/12/22,0,interference,6327
50513,19/12/22,2,interference,3553
50700,20/12/22,1,interference,5269
50702,20/12/22,3,interference,3021
50703,20/12/22,0,interference,6587
50705,20/12/22,2,interference,3825
50892,21/12/22,1,interference,5398
50894,21/12/22,3,interference,2825
50895,21/12/22,0,interference,6798
50897,21/12/22,2,interference,3837
51084,22/12/22,1,interference,5747
51086,22/12/22,3,interference,2898
51087,22/12/22,0,interference,7696
51089,22/12/22,2,interference,4362
51276,23/12/22,1,interference,8071
51278,23/12/22,3,interference,2896
51279,23/12/22,0,interference,13027
51281,23/12/22,2,interference,6949
51468,24/12/22,1,interference,7232
51470,24/12/22,3,interference,2305
51471,24/12/22,0,interference,10525
51473,24/12/22,2,interference,6069
51660,25/12/22,1,interference,6469
51662,25/12/22,3,interference,2420
51663,25/12/22,0,interference,9898
51665,25/12/22,2,interference,5264
51852,26/12/22,1,interference,6017
51854,26/12/22,3,interference,2439
51855,26/12/22,0,interference,7791
51857,26/12/22,2,interference,4541
52044,27/12/22,1,interference,5069
52046,27/12/22,3,interference,2533
52047,27/12/22,0,interference,8221
52049,27/12/22,2,interference,4047
52236,28/12/22,1,interference,5402
52238,28/12/22,3,interference,2723
52239,28/12/22,0,interference,7498
52241,28/12/22,2,interference,4119
52428,29/12/22,1,interference,4618
52430,29/12/22,3,interference,2836
52431,29/12/22,0,interference,5476
52433,29/12/22,2,interference,3208
52620,30/12/22,1,interference,4684
52622,30/12/22,3,interference,2470
52623,30/12/22,0,interference,5063
52625,30/12/22,2,interference,2921
52812,31/12/22,1,interference,4572
52814,31/12/22,3,interference,2745
52815,31/12/22,0,interference,5660
52817,31/12/22,2,interference,3169
88340,01/07/22,2,topology,5325
88343,01/07/22,1,topology,10313
88344,01/07/22,3,topology,6088
88345,01/07/22,0,topology,11077
88484,02/07/22,2,topology,5100
88487,02/07/22,1,topology,8969
88488,02/07/22,3,topology,5188
88489,02/07/22,0,topology,10979
88628,03/07/22,2,topology,4769
88631,03/07/22,1,topology,8690
88632,03/07/22,3,topology,4615
88633,03/07/22,0,topology,10728
88772,04/07/22,2,topology,5060
88775,04/07/22,1,topology,8631
88776,04/07/22,3,topology,5469
88777,04/07/22,0,topology,11413
88916,05/07/22,2,topology,5603
88919,05/07/22,1,topology,9737
88920,05/07/22,3,topology,6195
88921,05/07/22,0,topology,11814
89060,06/07/22,2,topology,5396
89063,06/07/22,1,topology,10090
89064,06/07/22,3,topology,6700
89065,06/07/22,0,topology,11057
89204,07/07/22,2,topology,5906
89207,07/07/22,1,topology,9887
89208,07/07/22,3,topology,6358
89209,07/07/22,0,topology,10953
89348,08/07/22,2,topology,6063
89351,08/07/22,1,topology,10026
89352,08/07/22,3,topology,5684
89353,08/07/22,0,topology,11957
89492,09/07/22,2,topology,5618
89495,09/07/22,1,topology,8852
89496,09/07/22,3,topology,5734
89497,09/07/22,0,topology,12266
89636,10/07/22,2,topology,5378
89639,10/07/22,1,topology,8127
89640,10/07/22,3,topology,5128
89641,10/07/22,0,topology,12269
89780,11/07/22,2,topology,5743
89783,11/07/22,1,topology,9206
89784,11/07/22,3,topology,5682
89785,11/07/22,0,topology,10839
89924,12/07/22,2,topology,5320
89927,12/07/22,1,topology,10173
89928,12/07/22,3,topology,5648
89929,12/07/22,0,topology,12211
90068,13/07/22,2,topology,5424
90071,13/07/22,1,topology,10432
90072,13/07/22,3,topology,5225
90073,13/07/22,0,topology,11648
90212,14/07/22,2,topology,5243
90215,14/07/22,1,topology,9143
90216,14/07/22,3,topology,5350
90217,14/07/22,0,topology,11878
90356,15/07/22,2,topology,5758
90359,15/07/22,1,topology,9793
90360,15/07/22,3,topology,5771
90361,15/07/22,0,topology,11306
90500,16/07/22,2,topology,5964
90503,16/07/22,1,topology,8807
90504,16/07/22,3,topology,5477
90505,16/07/22,0,topology,10713
90644,17/07/22,2,topology,5713
90647,17/07/22,1,topology,9033
90648,17/07/22,3,topology,5544
90649,17/07/22,0,topology,10853
90788,18/07/22,2,topology,6007
90791,18/07/22,1,topology,9587
90792,18/07/22,3,topology,5039
90793,18/07/22,0,topology,11411
90932,19/07/22,2,topology,6853
90935,19/07/22,1,topology,11619
90936,19/07/22,3,topology,5585
90937,19/07/22,0,topology,11594
91076,20/07/22,2,topology,5442
91079,20/07/22,1,topology,12082
91080,20/07/22,3,topology,5977
91081,20/07/22,0,topology,11745
91220,21/07/22,2,topology,5918
91223,21/07/22,1,topology,10978
91224,21/07/22,3,topology,6163
91225,21/07/22,0,topology,12573
91364,22/07/22,2,topology,5634
91367,22/07/22,1,topology,11496
91368,22/07/22,3,topology,5873
91369,22/07/22,0,topology,11286
91508,23/07/22,2,topology,5877
91511,23/07/22,1,topology,11535
91512,23/07/22,3,topology,6368
91513,23/07/22,0,topology,10748
91652,24/07/22,2,topology,5166
91655,24/07/22,1,topology,9887
91656,24/07/22,3,topology,6321
91657,24/07/22,0,topology,11210
91796,25/07/22,2,topology,4977
91799,25/07/22,1,topology,10118
91800,25/07/22,3,topology,5720
91801,25/07/22,0,topology,11511
91940,26/07/22,2,topology,5089
91943,26/07/22,1,topology,9193
91944,26/07/22,3,topology,5042
91945,26/07/22,0,topology,11675
92084,27/07/22,2,topology,5188
92087,27/07/22,1,topology,10059
92088,27/07/22,3,topology,5157
92089,27/07/22,0,topology,12270
92228,28/07/22,2,topology,4917
92231,28/07/22,1,topology,10674
92232,28/07/22,3,topology,5344
92233,28/07/22,0,topology,11742
92372,29/07/22,2,topology,5075
92375,29/07/22,1,topology,9712
92376,29/07/22,3,topology,4847
92377,29/07/22,0,topology,10858
92516,30/07/22,2,topology,4963
92519,30/07/22,1,topology,9073
92520,30/07/22,3,topology,5066
92521,30/07/22,0,topology,10538
92660,31/07/22,2,topology,5578
92663,31/07/22,1,topology,8806
92664,31/07/22,3,topology,5170
92665,31/07/22,0,topology,10411
92804,01/08/22,2,topology,5346
92807,01/08/22,1,topology,9497
92808,01/08/22,3,topology,5292
92809,01/08/22,0,topology,10578
92948,02/08/22,2,topology,5290
92951,02/08/22,1,topology,9956
92952,02/08/22,3,topology,6116
92953,02/08/22,0,topology,11148
93092,03/08/22,2,topology,6412
93095,03/08/22,1,topology,10756
93096,03/08/22,3,topology,5968
93097,03/08/22,0,topology,10913
93236,04/08/22,2,topology,5611
93239,04/08/22,1,topology,10916
93240,04/08/22,3,topology,5537
93241,04/08/22,0,topology,10378
93380,05/08/22,2,topology,5666
93383,05/08/22,1,topology,10508
93384,05/08/22,3,topology,5492
93385,05/08/22,0,topology,10524
93524,06/08/22,2,topology,5845
93527,06/08/22,1,topology,10680
93528,06/08/22,3,topology,5650
93529,06/08/22,0,topology,10390
93668,07/08/22,2,topology,5318
93671,07/08/22,1,topology,11739
93672,07/08/22,3,topology,6047
93673,07/08/22,0,topology,10471
93812,08/08/22,2,topology,4750
93815,08/08/22,1,topology,10331
93816,08/08/22,3,topology,5720
93817,08/08/22,0,topology,11400
93956,09/08/22,2,topology,4928
93959,09/08/22,1,topology,10163
93960,09/08/22,3,topology,5749
93961,09/08/22,0,topology,11179
94100,10/08/22,2,topology,5423
94103,10/08/22,1,topology,9707
94104,10/08/22,3,topology,5312
94105,10/08/22,0,topology,11043
94244,11/08/22,2,topology,5555
94247,11/08/22,1,topology,10517
94248,11/08/22,3,topology,5420
94249,11/08/22,0,topology,10438
94388,12/08/22,2,topology,4976
94391,12/08/22,1,topology,9123
94392,12/08/22,3,topology,5154
94393,12/08/22,0,topology,10521
94532,13/08/22,2,topology,5037
94535,13/08/22,1,topology,8936
94536,13/08/22,3,topology,5078
94537,13/08/22,0,topology,10789
94676,14/08/22,2,topology,4789
94679,14/08/22,1,topology,8034
94680,14/08/22,3,topology,5094
94681,14/08/22,0,topology,10866
94820,15/08/22,2,topology,4640
94823,15/08/22,1,topology,8427
94824,15/08/22,3,topology,4572
94825,15/08/22,0,topology,10799
94964,16/08/22,2,topology,5224
94967,16/08/22,1,topology,9482
94968,16/08/22,3,topology,4947
94969,16/08/22,0,topology,10993
95108,17/08/22,2,topology,5231
95111,17/08/22,1,topology,9775
95112,17/08/22,3,topology,5004
95113,17/08/22,0,topology,10879
95252,18/08/22,2,topology,5657
95255,18/08/22,1,topology,9566
95256,18/08/22,3,topology,4797
95257,18/08/22,0,topology,10682
95396,19/08/22,2,topology,5115
95399,19/08/22,1,topology,10062
95400,19/08/22,3,topology,5252
95401,19/08/22,0,topology,9947
95540,20/08/22,2,topology,5035
95543,20/08/22,1,topology,10012
95544,20/08/22,3,topology,4862
95545,20/08/22,0,topology,9899
95684,21/08/22,2,topology,4951
95687,21/08/22,1,topology,8904
95688,21/08/22,3,topology,4752
95689,21/08/22,0,topology,10377
95828,22/08/22,2,topology,4878
95831,22/08/22,1,topology,9130
95832,22/08/22,3,topology,4539
95833,22/08/22,0,topology,10019
95972,23/08/22,2,topology,5065
95975,23/08/22,1,topology,9363
95976,23/08/22,3,topology,5201
95977,23/08/22,0,topology,10110
96116,24/08/22,2,topology,5193
96119,24/08/22,1,topology,10084
96120,24/08/22,3,topology,4919
96121,24/08/22,0,topology,9859
96260,25/08/22,2,topology,5413
96263,25/08/22,1,topology,10175
96264,25/08/22,3,topology,5117
96265,25/08/22,0,topology,9754
96404,26/08/22,2,topology,4874
96407,26/08/22,1,topology,10300
96408,26/08/22,3,topology,5328
96409,26/08/22,0,topology,10105
96548,27/08/22,2,topology,4778
96551,27/08/22,1,topology,9180
96552,27/08/22,3,topology,5239
96553,27/08/22,0,topology,10088
96692,28/08/22,2,topology,5102
96695,28/08/22,1,topology,8664
96696,28/08/22,3,topology,5367
96697,28/08/22,0,topology,10847
96836,29/08/22,2,topology,5047
96839,29/08/22,1,topology,10001
96840,29/08/22,3,topology,5457
96841,29/08/22,0,topology,10789
96980,30/08/22,2,topology,4812
96983,30/08/22,1,topology,10101
96984,30/08/22,3,topology,5100
96985,30/08/22,0,topology,10726
97124,31/08/22,2,topology,5138
97127,31/08/22,1,topology,9131
97128,31/08/22,3,topology,4757
97129,31/08/22,0,topology,10107
97268,01/09/22,2,topology,5342
97271,01/09/22,1,topology,9793
97272,01/09/22,3,topology,4926
97273,01/09/22,0,topology,10856
97412,02/09/22,2,topology,5847
97415,02/09/22,1,topology,10245
97416,02/09/22,3,topology,5182
97417,02/09/22,0,topology,10460
97556,03/09/22,2,topology,5315
97559,03/09/22,1,topology,9781
97560,03/09/22,3,topology,5334
97561,03/09/22,0,topology,9931
97700,04/09/22,2,topology,4448
97703,04/09/22,1,topology,9055
97704,04/09/22,3,topology,4605
97705,04/09/22,0,topology,9428
97844,05/09/22,2,topology,4533
97847,05/09/22,1,topology,7401
97848,05/09/22,3,topology,4439
97849,05/09/22,0,topology,9247
97988,06/09/22,2,topology,4682
97991,06/09/22,1,topology,8366
97992,06/09/22,3,topology,4484
97993,06/09/22,0,topology,9362
98132,07/09/22,2,topology,5383
98135,07/09/22,1,topology,8933
98136,07/09/22,3,topology,4897
98137,07/09/22,0,topology,9913
98276,08/09/22,2,topology,5868
98279,08/09/22,1,topology,9509
98280,08/09/22,3,topology,4902
98281,08/09/22,0,topology,9803
98420,09/09/22,2,topology,5765
98423,09/09/22,1,topology,9477
98424,09/09/22,3,topology,4825
98425,09/09/22,0,topology,9606
98564,10/09/22,2,topology,4490
98567,10/09/22,1,topology,9047
98568,10/09/22,3,topology,4941
98569,10/09/22,0,topology,9168
98708,11/09/22,2,topology,4533
98711,11/09/22,1,topology,8502
98712,11/09/22,3,topology,4696
98713,11/09/22,0,topology,9119
98852,12/09/22,2,topology,4506
98855,12/09/22,1,topology,8699
98856,12/09/22,3,topology,3913
98857,12/09/22,0,topology,9152
98996,13/09/22,2,topology,4390
98999,13/09/22,1,topology,8769
99000,13/09/22,3,topology,4429
99001,13/09/22,0,topology,9193
99140,14/09/22,2,topology,4684
99143,14/09/22,1,topology,8708
99144,14/09/22,3,topology,4533
99145,14/09/22,0,topology,8698
99284,15/09/22,2,topology,4556
99287,15/09/22,1,topology,8805
99288,15/09/22,3,topology,4576
99289,15/09/22,0,topology,8502
99428,16/09/22,2,topology,5107
99431,16/09/22,1,topology,9315
99432,16/09/22,3,topology,4860
99433,16/09/22,0,topology,9581
99572,17/09/22,2,topology,4578
99575,17/09/22,1,topology,9070
99576,17/09/22,3,topology,4774
99577,17/09/22,0,topology,9423
99716,18/09/22,2,topology,4916
99719,18/09/22,1,topology,8985
99720,18/09/22,3,topology,4701
99721,18/09/22,0,topology,10266
99860,19/09/22,2,topology,4247
99863,19/09/22,1,topology,9911
99864,19/09/22,3,topology,5259
99865,19/09/22,0,topology,10516
100004,20/09/22,2,topology,5111
100007,20/09/22,1,topology,9246
100008,20/09/22,3,topology,5574
100009,20/09/22,0,topology,10258
100148,21/09/22,2,topology,5195
100151,21/09/22,1,topology,9436
100152,21/09/22,3,topology,5684
100153,21/09/22,0,topology,10513
100292,22/09/22,2,topology,4509
100295,22/09/22,1,topology,9192
100296,22/09/22,3,topology,4789
100297,22/09/22,0,topology,10509
100436,23/09/22,2,topology,4271
100439,23/09/22,1,topology,8300
100440,23/09/22,3,topology,3925
100441,23/09/22,0,topology,9723
100580,24/09/22,2,topology,4245
100583,24/09/22,1,topology,8144
100584,24/09/22,3,topology,3826
100585,24/09/22,0,topology,10254
100724,25/09/22,2,topology,4350
100727,25/09/22,1,topology,7323
100728,25/09/22,3,topology,3978
100729,25/09/22,0,topology,9686
100868,26/09/22,2,topology,4048
100871,26/09/22,1,topology,7057
100872,26/09/22,3,topology,3907
100873,26/09/22,0,topology,9419
101012,27/09/22,2,topology,4379
101015,27/09/22,1,topology,8176
101016,27/09/22,3,topology,3994
101017,27/09/22,0,topology,8573
101156,28/09/22,2,topology,4300
101159,28/09/22,1,topology,7624
101160,28/09/22,3,topology,4042
101161,28/09/22,0,topology,8461
101300,29/09/22,2,topology,4619
101303,29/09/22,1,topology,7544
101304,29/09/22,3,topology,3995
101305,29/09/22,0,topology,8212
101444,30/09/22,2,topology,4267
101447,30/09/22,1,topology,8658
101448,30/09/22,3,topology,4086
101449,30/09/22,0,topology,8009
101588,01/10/22,2,topology,4499
101591,01/10/22,1,topology,8100
101592,01/10/22,3,topology,3845
101593,01/10/22,0,topology,7835
101732,02/10/22,2,topology,4389
101735,02/10/22,1,topology,6500
101736,02/10/22,3,topology,3811
101737,02/10/22,0,topology,7795
101876,03/10/22,2,topology,4356
101879,03/10/22,1,topology,7652
101880,03/10/22,3,topology,3873
101881,03/10/22,0,topology,7620
102020,04/10/22,2,topology,4555
102023,04/10/22,1,topology,8322
102024,04/10/22,3,topology,4171
102025,04/10/22,0,topology,8316
102164,05/10/22,2,topology,4595
102167,05/10/22,1,topology,8106
102168,05/10/22,3,topology,4267
102169,05/10/22,0,topology,8249
102308,06/10/22,2,topology,4388
102311,06/10/22,1,topology,8673
102312,06/10/22,3,topology,4166
102313,06/10/22,0,topology,7854
102452,07/10/22,2,topology,4515
102455,07/10/22,1,topology,8785
102456,07/10/22,3,topology,4356
102457,07/10/22,0,topology,8331
102596,08/10/22,2,topology,4478
102599,08/10/22,1,topology,8133
102600,08/10/22,3,topology,4203
102601,08/10/22,0,topology,8436
102740,09/10/22,2,topology,4218
102743,09/10/22,1,topology,7817
102744,09/10/22,3,topology,4022
102745,09/10/22,0,topology,8413
102884,10/10/22,2,topology,4292
102887,10/10/22,1,topology,8045
102888,10/10/22,3,topology,4010
102889,10/10/22,0,topology,7663
103028,11/10/22,2,topology,4532
103031,11/10/22,1,topology,8831
103032,11/10/22,3,topology,4525
103033,11/10/22,0,topology,7892
103172,12/10/22,2,topology,4815
103175,12/10/22,1,topology,8978
103176,12/10/22,3,topology,4049
103177,12/10/22,0,topology,8934
103316,13/10/22,2,topology,4461
103319,13/10/22,1,topology,8360
103320,13/10/22,3,topology,4152
103321,13/10/22,0,topology,9159
103460,14/10/22,2,topology,4714
103463,14/10/22,1,topology,7878
103464,14/10/22,3,topology,4249
103465,14/10/22,0,topology,7716
103604,15/10/22,2,topology,4980
103607,15/10/22,1,topology,7225
103608,15/10/22,3,topology,4078
103609,15/10/22,0,topology,7690
103748,16/10/22,2,topology,4567
103751,16/10/22,1,topology,7050
103752,16/10/22,3,topology,4250
103753,16/10/22,0,topology,8124
103892,17/10/22,2,topology,4545
103895,17/10/22,1,topology,7472
103896,17/10/22,3,topology,4071
103897,17/10/22,0,topology,8283
104036,18/10/22,2,topology,4928
104039,18/10/22,1,topology,7495
104040,18/10/22,3,topology,4895
104041,18/10/22,0,topology,7282
104180,19/10/22,2,topology,5226
104183,19/10/22,1,topology,7986
104184,19/10/22,3,topology,4838
104185,19/10/22,0,topology,8585
104324,20/10/22,2,topology,4709
104327,20/10/22,1,topology,8136
104328,20/10/22,3,topology,4966
104329,20/10/22,0,topology,7908
104468,21/10/22,2,topology,4556
104471,21/10/22,1,topology,8361
104472,21/10/22,3,topology,4582
104473,21/10/22,0,topology,7938
104612,22/10/22,2,topology,4411
104615,22/10/22,1,topology,7398
104616,22/10/22,3,topology,4286
104617,22/10/22,0,topology,7998
104756,23/10/22,2,topology,4647
104759,23/10/22,1,topology,6853
104760,23/10/22,3,topology,3862
104761,23/10/22,0,topology,8102
104900,24/10/22,2,topology,4427
104903,24/10/22,1,topology,6784
104904,24/10/22,3,topology,4240
104905,24/10/22,0,topology,7988
105044,25/10/22,2,topology,4533
105047,25/10/22,1,topology,8043
105048,25/10/22,3,topology,4301
105049,25/10/22,0,topology,8781
105188,26/10/22,2,topology,4925
105191,26/10/22,1,topology,7987
105192,26/10/22,3,topology,4608
105193,26/10/22,0,topology,7254
105332,27/10/22,2,topology,4931
105335,27/10/22,1,topology,7823
105336,27/10/22,3,topology,4276
105337,27/10/22,0,topology,7633
105476,28/10/22,2,topology,4915
105479,28/10/22,1,topology,7621
105480,28/10/22,3,topology,4567
105481,28/10/22,0,topology,7664
105620,29/10/22,2,topology,4770
105623,29/10/22,1,topology,7935
105624,29/10/22,3,topology,4326
105625,29/10/22,0,topology,7428
105764,30/10/22,2,topology,4445
105767,30/10/22,1,topology,7262
105768,30/10/22,3,topology,4072
105769,30/10/22,0,topology,7656
105908,31/10/22,2,topology,4481
105911,31/10/22,1,topology,7048
105912,31/10/22,3,topology,4088
105913,31/10/22,0,topology,7393
106052,01/11/22,2,topology,4399
106055,01/11/22,1,topology,8220
106056,01/11/22,3,topology,4456
106057,01/11/22,0,topology,7884
106196,02/11/22,2,topology,4450
106199,02/11/22,1,topology,8167
106200,02/11/22,3,topology,4237
106201,02/11/22,0,topology,7675
106340,03/11/22,2,topology,4585
106343,03/11/22,1,topology,8439
106344,03/11/22,3,topology,4007
106345,03/11/22,0,topology,8168
106484,04/11/22,2,topology,4684
106487,04/11/22,1,topology,7290
106488,04/11/22,3,topology,4407
106489,04/11/22,0,topology,7896
106628,05/11/22,2,topology,4707
106631,05/11/22,1,topology,8079
106632,05/11/22,3,topology,4183
106633,05/11/22,0,topology,9252
106772,06/11/22,2,topology,4690
106775,06/11/22,1,topology,6434
106776,06/11/22,3,topology,3884
106777,06/11/22,0,topology,8250
106916,07/11/22,2,topology,4674
106919,07/11/22,1,topology,7665
106920,07/11/22,3,topology,3978
106921,07/11/22,0,topology,8563
107060,08/11/22,2,topology,4875
107063,08/11/22,1,topology,9094
107064,08/11/22,3,topology,4500
107065,08/11/22,0,topology,9116
107204,09/11/22,2,topology,4807
107207,09/11/22,1,topology,8595
107208,09/11/22,3,topology,4478
107209,09/11/22,0,topology,8701
107348,10/11/22,2,topology,4787
107351,10/11/22,1,topology,8171
107352,10/11/22,3,topology,4498
107353,10/11/22,0,topology,8083
107492,11/11/22,2,topology,5375
107495,11/11/22,1,topology,8666
107496,11/11/22,3,topology,4377
107497,11/11/22,0,topology,8286
107636,12/11/22,2,topology,5073
107639,12/11/22,1,topology,7483
107640,12/11/22,3,topology,4895
107641,12/11/22,0,topology,8718
107780,13/11/22,2,topology,5050
107783,13/11/22,1,topology,8437
107784,13/11/22,3,topology,4838
107785,13/11/22,0,topology,10015
107924,14/11/22,2,topology,5031
107927,14/11/22,1,topology,8823
107928,14/11/22,3,topology,5396
107929,14/11/22,0,topology,9925
108068,15/11/22,2,topology,5198
108071,15/11/22,1,topology,9375
108072,15/11/22,3,topology,4977
108073,15/11/22,0,topology,9616
108212,16/11/22,2,topology,5409
108215,16/11/22,1,topology,9758
108216,16/11/22,3,topology,5044
108217,16/11/22,0,topology,10472
108356,17/11/22,2,topology,5325
108359,17/11/22,1,topology,9240
108360,17/11/22,3,topology,5437
108361,17/11/22,0,topology,10706
108500,18/11/22,2,topology,5836
108503,18/11/22,1,topology,9648
108504,18/11/22,3,topology,5278
108505,18/11/22,0,topology,11239
108644,19/11/22,2,topology,5544
108647,19/11/22,1,topology,8552
108648,19/11/22,3,topology,5949
108649,19/11/22,0,topology,10140
108788,20/11/22,2,topology,5742
108791,20/11/22,1,topology,8441
108792,20/11/22,3,topology,5662
108793,20/11/22,0,topology,10873
108932,21/11/22,2,topology,5371
108935,21/11/22,1,topology,8538
108936,21/11/22,3,topology,5026
108937,21/11/22,0,topology,11099
109076,22/11/22,2,topology,5594
109079,22/11/22,1,topology,9675
109080,22/11/22,3,topology,5020
109081,22/11/22,0,topology,9692
109220,23/11/22,2,topology,5205
109223,23/11/22,1,topology,9326
109224,23/11/22,3,topology,4766
109225,23/11/22,0,topology,9162
109364,24/11/22,2,topology,4852
109367,24/11/22,1,topology,8541
109368,24/11/22,3,topology,4398
109369,24/11/22,0,topology,8383
109508,25/11/22,2,topology,4830
109511,25/11/22,1,topology,7828
109512,25/11/22,3,topology,4292
109513,25/11/22,0,topology,7634
109652,26/11/22,2,topology,4906
109655,26/11/22,1,topology,8183
109656,26/11/22,3,topology,4558
109657,26/11/22,0,topology,7847
109796,27/11/22,2,topology,4983
109799,27/11/22,1,topology,7310
109800,27/11/22,3,topology,4510
109801,27/11/22,0,topology,8627
109940,28/11/22,2,topology,5070
109943,28/11/22,1,topology,8734
109944,28/11/22,3,topology,4596
109945,28/11/22,0,topology,8092
110084,29/11/22,2,topology,5102
110087,29/11/22,1,topology,9859
110088,29/11/22,3,topology,4888
110089,29/11/22,0,topology,8308
110228,30/11/22,2,topology,5841
110231,30/11/22,1,topology,8743
110232,30/11/22,3,topology,4882
110233,30/11/22,0,topology,9049
110372,01/12/22,2,topology,5964
110375,01/12/22,1,topology,9282
110376,01/12/22,3,topology,5501
110377,01/12/22,0,topology,9517
110516,02/12/22,2,topology,5229
110519,02/12/22,1,topology,8871
110520,02/12/22,3,topology,4874
110521,02/12/22,0,topology,9591
110660,03/12/22,2,topology,5488
110663,03/12/22,1,topology,9023
110664,03/12/22,3,topology,4790
110665,03/12/22,0,topology,8231
110804,04/12/22,2,topology,5634
110807,04/12/22,1,topology,8325
110808,04/12/22,3,topology,5070
110809,04/12/22,0,topology,9054
110948,05/12/22,2,topology,5117
110951,05/12/22,1,topology,8522
110952,05/12/22,3,topology,5235
110953,05/12/22,0,topology,8806
111092,06/12/22,2,topology,6017
111095,06/12/22,1,topology,8930
111096,06/12/22,3,topology,5017
111097,06/12/22,0,topology,8854
111236,07/12/22,2,topology,5997
111239,07/12/22,1,topology,9257
111240,07/12/22,3,topology,4777
111241,07/12/22,0,topology,8720
111380,08/12/22,2,topology,6271
111383,08/12/22,1,topology,9205
111384,08/12/22,3,topology,4678
111385,08/12/22,0,topology,8754
111524,09/12/22,2,topology,5896
111527,09/12/22,1,topology,8687
111528,09/12/22,3,topology,5033
111529,09/12/22,0,topology,8602
111668,10/12/22,2,topology,5492
111671,10/12/22,1,topology,8325
111672,10/12/22,3,topology,4901
111673,10/12/22,0,topology,9012
111812,11/12/22,2,topology,5452
111815,11/12/22,1,topology,8011
111816,11/12/22,3,topology,4872
111817,11/12/22,0,topology,8593
111956,12/12/22,2,topology,5413
111959,12/12/22,1,topology,8634
111960,12/12/22,3,topology,4939
111961,12/12/22,0,topology,8012
112100,13/12/22,2,topology,5388
112103,13/12/22,1,topology,9546
112104,13/12/22,3,topology,5007
112105,13/12/22,0,topology,8980
112244,14/12/22,2,topology,5391
112247,14/12/22,1,topology,9502
112248,14/12/22,3,topology,4641
112249,14/12/22,0,topology,8264
112388,15/12/22,2,topology,5488
112391,15/12/22,1,topology,9853
112392,15/12/22,3,topology,5071
112393,15/12/22,0,topology,8470
112532,16/12/22,2,topology,5550
112535,16/12/22,1,topology,8197
112536,16/12/22,3,topology,5570
112537,16/12/22,0,topology,10023
112676,17/12/22,2,topology,5334
112679,17/12/22,1,topology,8674
112680,17/12/22,3,topology,5291
112681,17/12/22,0,topology,9875
112820,18/12/22,2,topology,6053
112823,18/12/22,1,topology,8286
112824,18/12/22,3,topology,5506
112825,18/12/22,0,topology,10842
112964,19/12/22,2,topology,6068
112967,19/12/22,1,topology,9144
112968,19/12/22,3,topology,5663
112969,19/12/22,0,topology,10807
113108,20/12/22,2,topology,5913
